resume_text,experience_years,role,skills,education,selected
"Data Scientist with 3 years experience. Skilled in Data Analysis, NumPy, Docker, PyTorch, Deep Learning, C++, Flask, JavaScript. Education: B.Sc Computer Science.",3,Data Scientist,"Data Analysis, NumPy, Docker, PyTorch, Deep Learning, C++, Flask, JavaScript",B.Sc Computer Science,1
"Web Developer with 7 years experience. Skilled in Django, HTML, Machine Learning, C++, Java, Pandas, Docker, SQL. Education: BCA.",7,Web Developer,"Django, HTML, Machine Learning, C++, Java, Pandas, Docker, SQL",BCA,0
"Frontend Developer with 3 years experience. Skilled in React, CSS, NumPy, Pandas, Python. Education: B.Sc Computer Science.",3,Frontend Developer,"React, CSS, NumPy, Pandas, Python",B.Sc Computer Science,1
"Data Scientist with 3 years experience. Skilled in Python, NumPy, Machine Learning, Deep Learning, CSS, Django, Java. Education: M.Tech.",3,Data Scientist,"Python, NumPy, Machine Learning, Deep Learning, CSS, Django, Java",M.Tech,1
"Web Developer with 5 years experience. Skilled in PyTorch, Node.js, Machine Learning, Java, React, Python, Git, CSS. Education: MCA.",5,Web Developer,"PyTorch, Node.js, Machine Learning, Java, React, Python, Git, CSS",MCA,1
"DevOps Engineer with 1 years experience. Skilled in JavaScript, SQL, Python, Git, AWS, HTML, Node.js. Education: B.Sc Computer Science.",1,DevOps Engineer,"JavaScript, SQL, Python, Git, AWS, HTML, Node.js",B.Sc Computer Science,1
"DevOps Engineer with 2 years experience. Skilled in Flask, C++, Deep Learning, JavaScript, Machine Learning, Pandas, NumPy. Education: BCA.",2,DevOps Engineer,"Flask, C++, Deep Learning, JavaScript, Machine Learning, Pandas, NumPy",BCA,1
"DevOps Engineer with 7 years experience. Skilled in Deep Learning, HTML, CSS, NumPy, Node.js, Kubernetes, Data Analysis, Docker. Education: MCA.",7,DevOps Engineer,"Deep Learning, HTML, CSS, NumPy, Node.js, Kubernetes, Data Analysis, Docker",MCA,0
"Web Developer with 1 years experience. Skilled in CSS, Deep Learning, Data Analysis, Git, PyTorch. Education: B.Tech.",1,Web Developer,"CSS, Deep Learning, Data Analysis, Git, PyTorch",B.Tech,0
"Web Developer with 3 years experience. Skilled in C++, Java, NumPy, Flask, CSS, SQL. Education: M.Tech.",3,Web Developer,"C++, Java, NumPy, Flask, CSS, SQL",M.Tech,0
"Backend Developer with 4 years experience. Skilled in Docker, Flask, TensorFlow, Java, Machine Learning, C++, Node.js, Data Analysis. Education: BCA.",4,Backend Developer,"Docker, Flask, TensorFlow, Java, Machine Learning, C++, Node.js, Data Analysis",BCA,0
"DevOps Engineer with 7 years experience. Skilled in Git, Django, JavaScript, C++, Pandas. Education: BCA.",7,DevOps Engineer,"Git, Django, JavaScript, C++, Pandas",BCA,1
"DevOps Engineer with 2 years experience. Skilled in Docker, Django, React, Git. Education: M.Tech.",2,DevOps Engineer,"Docker, Django, React, Git",M.Tech,0
"DevOps Engineer with 2 years experience. Skilled in C++, Kubernetes, CSS, Docker, Python, PyTorch, Pandas. Education: B.Sc Computer Science.",2,DevOps Engineer,"C++, Kubernetes, CSS, Docker, Python, PyTorch, Pandas",B.Sc Computer Science,1
"Web Developer with 1 years experience. Skilled in Machine Learning, Deep Learning, Flask, HTML, SQL. Education: M.Tech.",1,Web Developer,"Machine Learning, Deep Learning, Flask, HTML, SQL",M.Tech,0
"Frontend Developer with 6 years experience. Skilled in Kubernetes, JavaScript, PyTorch, C++, CSS. Education: M.Tech.",6,Frontend Developer,"Kubernetes, JavaScript, PyTorch, C++, CSS",M.Tech,1
"Machine Learning Engineer with 1 years experience. Skilled in NumPy, PyTorch, Java, SQL, Docker, Deep Learning. Education: MCA.",1,Machine Learning Engineer,"NumPy, PyTorch, Java, SQL, Docker, Deep Learning",MCA,0
"Backend Developer with 4 years experience. Skilled in CSS, AWS, Kubernetes, Docker, TensorFlow, Machine Learning, C++. Education: BCA.",4,Backend Developer,"CSS, AWS, Kubernetes, Docker, TensorFlow, Machine Learning, C++",BCA,0
"Web Developer with 4 years experience. Skilled in Docker, Java, Machine Learning, JavaScript, Node.js, Python, Git, SQL. Education: BCA.",4,Web Developer,"Docker, Java, Machine Learning, JavaScript, Node.js, Python, Git, SQL",BCA,1
"Machine Learning Engineer with 7 years experience. Skilled in JavaScript, Java, AWS, Python, Machine Learning, Docker, Data Analysis, HTML. Education: BCA.",7,Machine Learning Engineer,"JavaScript, Java, AWS, Python, Machine Learning, Docker, Data Analysis, HTML",BCA,1
"DevOps Engineer with 3 years experience. Skilled in NumPy, Pandas, Kubernetes, Flask, SQL, Git, Data Analysis. Education: MCA.",3,DevOps Engineer,"NumPy, Pandas, Kubernetes, Flask, SQL, Git, Data Analysis",MCA,0
"Frontend Developer with 1 years experience. Skilled in HTML, Python, PyTorch, Java. Education: MCA.",1,Frontend Developer,"HTML, Python, PyTorch, Java",MCA,1
"Data Scientist with 3 years experience. Skilled in Data Analysis, Django, PyTorch, Git, React, C++, Python, TensorFlow. Education: MCA.",3,Data Scientist,"Data Analysis, Django, PyTorch, Git, React, C++, Python, TensorFlow",MCA,1
"Data Scientist with 6 years experience. Skilled in Machine Learning, Node.js, SQL, Java, Python, C++, Django, CSS. Education: B.Tech.",6,Data Scientist,"Machine Learning, Node.js, SQL, Java, Python, C++, Django, CSS",B.Tech,1
"Machine Learning Engineer with 0 years experience. Skilled in HTML, Flask, Deep Learning, Git. Education: MCA.",0,Machine Learning Engineer,"HTML, Flask, Deep Learning, Git",MCA,0
"Frontend Developer with 3 years experience. Skilled in Git, Node.js, Deep Learning, NumPy, Pandas, HTML. Education: MCA.",3,Frontend Developer,"Git, Node.js, Deep Learning, NumPy, Pandas, HTML",MCA,0
"Frontend Developer with 0 years experience. Skilled in Git, Deep Learning, Node.js, Machine Learning, Pandas. Education: B.Sc Computer Science.",0,Frontend Developer,"Git, Deep Learning, Node.js, Machine Learning, Pandas",B.Sc Computer Science,0
"Data Scientist with 0 years experience. Skilled in React, Deep Learning, Kubernetes, NumPy, Docker, Git. Education: BCA.",0,Data Scientist,"React, Deep Learning, Kubernetes, NumPy, Docker, Git",BCA,0
"Data Scientist with 5 years experience. Skilled in TensorFlow, PyTorch, Flask, React, NumPy. Education: MCA.",5,Data Scientist,"TensorFlow, PyTorch, Flask, React, NumPy",MCA,0
"Machine Learning Engineer with 1 years experience. Skilled in Python, CSS, SQL, Kubernetes, Node.js. Education: MCA.",1,Machine Learning Engineer,"Python, CSS, SQL, Kubernetes, Node.js",MCA,1
"Frontend Developer with 5 years experience. Skilled in TensorFlow, AWS, JavaScript, Node.js, React, SQL, Java. Education: MCA.",5,Frontend Developer,"TensorFlow, AWS, JavaScript, Node.js, React, SQL, Java",MCA,1
"Frontend Developer with 0 years experience. Skilled in Kubernetes, Docker, Java, Git. Education: M.Tech.",0,Frontend Developer,"Kubernetes, Docker, Java, Git",M.Tech,0
"Web Developer with 7 years experience. Skilled in JavaScript, Python, Data Analysis, Pandas, CSS. Education: BCA.",7,Web Developer,"JavaScript, Python, Data Analysis, Pandas, CSS",BCA,1
"Frontend Developer with 7 years experience. Skilled in PyTorch, React, Python, Git, Machine Learning, Pandas, Kubernetes, AWS. Education: B.Sc Computer Science.",7,Frontend Developer,"PyTorch, React, Python, Git, Machine Learning, Pandas, Kubernetes, AWS",B.Sc Computer Science,1
"Frontend Developer with 7 years experience. Skilled in Kubernetes, Node.js, Docker, Machine Learning, Flask. Education: B.Sc Computer Science.",7,Frontend Developer,"Kubernetes, Node.js, Docker, Machine Learning, Flask",B.Sc Computer Science,0
"DevOps Engineer with 0 years experience. Skilled in Python, React, AWS, CSS, Data Analysis, C++, HTML, Kubernetes. Education: B.Sc Computer Science.",0,DevOps Engineer,"Python, React, AWS, CSS, Data Analysis, C++, HTML, Kubernetes",B.Sc Computer Science,0
"DevOps Engineer with 5 years experience. Skilled in Node.js, AWS, HTML, Pandas, Machine Learning. Education: MCA.",5,DevOps Engineer,"Node.js, AWS, HTML, Pandas, Machine Learning",MCA,0
"Machine Learning Engineer with 6 years experience. Skilled in Data Analysis, Django, AWS, Kubernetes, Machine Learning. Education: B.Sc Computer Science.",6,Machine Learning Engineer,"Data Analysis, Django, AWS, Kubernetes, Machine Learning",B.Sc Computer Science,0
"DevOps Engineer with 7 years experience. Skilled in NumPy, SQL, JavaScript, Pandas, Flask, Node.js, Kubernetes. Education: M.Tech.",7,DevOps Engineer,"NumPy, SQL, JavaScript, Pandas, Flask, Node.js, Kubernetes",M.Tech,1
"DevOps Engineer with 7 years experience. Skilled in NumPy, TensorFlow, Data Analysis, Django, HTML. Education: M.Tech.",7,DevOps Engineer,"NumPy, TensorFlow, Data Analysis, Django, HTML",M.Tech,0
"Backend Developer with 1 years experience. Skilled in Deep Learning, C++, Node.js, JavaScript, PyTorch, NumPy, SQL, CSS. Education: B.Sc Computer Science.",1,Backend Developer,"Deep Learning, C++, Node.js, JavaScript, PyTorch, NumPy, SQL, CSS",B.Sc Computer Science,1
"Web Developer with 3 years experience. Skilled in Data Analysis, React, Django, SQL, Docker, CSS. Education: MCA.",3,Web Developer,"Data Analysis, React, Django, SQL, Docker, CSS",MCA,0
"Backend Developer with 7 years experience. Skilled in PyTorch, NumPy, Machine Learning, CSS, HTML, C++. Education: B.Sc Computer Science.",7,Backend Developer,"PyTorch, NumPy, Machine Learning, CSS, HTML, C++",B.Sc Computer Science,0
"Machine Learning Engineer with 0 years experience. Skilled in React, Java, Node.js, Pandas. Education: M.Tech.",0,Machine Learning Engineer,"React, Java, Node.js, Pandas",M.Tech,0
"Machine Learning Engineer with 7 years experience. Skilled in Python, NumPy, Pandas, C++, JavaScript. Education: B.Sc Computer Science.",7,Machine Learning Engineer,"Python, NumPy, Pandas, C++, JavaScript",B.Sc Computer Science,1
"Machine Learning Engineer with 0 years experience. Skilled in Data Analysis, Node.js, Python, Docker. Education: MCA.",0,Machine Learning Engineer,"Data Analysis, Node.js, Python, Docker",MCA,0
"Data Scientist with 4 years experience. Skilled in Node.js, Docker, HTML, C++, Deep Learning, Pandas. Education: B.Sc Computer Science.",4,Data Scientist,"Node.js, Docker, HTML, C++, Deep Learning, Pandas",B.Sc Computer Science,0
"Backend Developer with 3 years experience. Skilled in Kubernetes, Flask, SQL, Docker, Python, NumPy, Git. Education: B.Sc Computer Science.",3,Backend Developer,"Kubernetes, Flask, SQL, Docker, Python, NumPy, Git",B.Sc Computer Science,1
"Web Developer with 1 years experience. Skilled in CSS, Kubernetes, Java, Node.js, SQL, Deep Learning, Machine Learning. Education: M.Tech.",1,Web Developer,"CSS, Kubernetes, Java, Node.js, SQL, Deep Learning, Machine Learning",M.Tech,0
"Frontend Developer with 7 years experience. Skilled in Pandas, Kubernetes, PyTorch, Git. Education: BCA.",7,Frontend Developer,"Pandas, Kubernetes, PyTorch, Git",BCA,0
"DevOps Engineer with 0 years experience. Skilled in PyTorch, C++, Java, Python. Education: M.Tech.",0,DevOps Engineer,"PyTorch, C++, Java, Python",M.Tech,0
"Data Scientist with 7 years experience. Skilled in TensorFlow, PyTorch, HTML, JavaScript, Django, Python, C++, Deep Learning. Education: BCA.",7,Data Scientist,"TensorFlow, PyTorch, HTML, JavaScript, Django, Python, C++, Deep Learning",BCA,1
"Data Scientist with 3 years experience. Skilled in TensorFlow, Deep Learning, AWS, React, Docker, NumPy. Education: M.Tech.",3,Data Scientist,"TensorFlow, Deep Learning, AWS, React, Docker, NumPy",M.Tech,0
"DevOps Engineer with 1 years experience. Skilled in React, HTML, Machine Learning, SQL, Git, Pandas. Education: MCA.",1,DevOps Engineer,"React, HTML, Machine Learning, SQL, Git, Pandas",MCA,0
"Frontend Developer with 0 years experience. Skilled in JavaScript, Python, Flask, C++, Docker, CSS, AWS, Machine Learning. Education: MCA.",0,Frontend Developer,"JavaScript, Python, Flask, C++, Docker, CSS, AWS, Machine Learning",MCA,0
"Data Scientist with 1 years experience. Skilled in Kubernetes, Django, SQL, JavaScript, Python, HTML. Education: M.Tech.",1,Data Scientist,"Kubernetes, Django, SQL, JavaScript, Python, HTML",M.Tech,1
"Web Developer with 0 years experience. Skilled in TensorFlow, AWS, SQL, CSS, JavaScript, Java. Education: B.Tech.",0,Web Developer,"TensorFlow, AWS, SQL, CSS, JavaScript, Java",B.Tech,0
"DevOps Engineer with 5 years experience. Skilled in Machine Learning, JavaScript, C++, HTML. Education: M.Tech.",5,DevOps Engineer,"Machine Learning, JavaScript, C++, HTML",M.Tech,1
"Backend Developer with 6 years experience. Skilled in TensorFlow, Python, SQL, Java, JavaScript. Education: MCA.",6,Backend Developer,"TensorFlow, Python, SQL, Java, JavaScript",MCA,1
"DevOps Engineer with 4 years experience. Skilled in Flask, Pandas, AWS, NumPy, C++. Education: B.Sc Computer Science.",4,DevOps Engineer,"Flask, Pandas, AWS, NumPy, C++",B.Sc Computer Science,0
"Frontend Developer with 7 years experience. Skilled in Git, PyTorch, JavaScript, Deep Learning. Education: MCA.",7,Frontend Developer,"Git, PyTorch, JavaScript, Deep Learning",MCA,1
"Web Developer with 5 years experience. Skilled in Git, Java, SQL, AWS. Education: BCA.",5,Web Developer,"Git, Java, SQL, AWS",BCA,0
"Backend Developer with 7 years experience. Skilled in CSS, Deep Learning, React, Django, HTML, C++, Machine Learning, Docker. Education: M.Tech.",7,Backend Developer,"CSS, Deep Learning, React, Django, HTML, C++, Machine Learning, Docker",M.Tech,0
"Web Developer with 4 years experience. Skilled in Flask, Java, HTML, PyTorch, Kubernetes, Django, Pandas, Data Analysis. Education: B.Sc Computer Science.",4,Web Developer,"Flask, Java, HTML, PyTorch, Kubernetes, Django, Pandas, Data Analysis",B.Sc Computer Science,0
"Web Developer with 1 years experience. Skilled in Kubernetes, NumPy, Python, Machine Learning, PyTorch. Education: MCA.",1,Web Developer,"Kubernetes, NumPy, Python, Machine Learning, PyTorch",MCA,1
"DevOps Engineer with 0 years experience. Skilled in JavaScript, Kubernetes, SQL, Python. Education: M.Tech.",0,DevOps Engineer,"JavaScript, Kubernetes, SQL, Python",M.Tech,0
"Frontend Developer with 1 years experience. Skilled in Flask, Django, AWS, Deep Learning, Kubernetes, Pandas, Java. Education: B.Sc Computer Science.",1,Frontend Developer,"Flask, Django, AWS, Deep Learning, Kubernetes, Pandas, Java",B.Sc Computer Science,0
"Web Developer with 4 years experience. Skilled in Python, Docker, Deep Learning, React, Node.js. Education: MCA.",4,Web Developer,"Python, Docker, Deep Learning, React, Node.js",MCA,1
"Machine Learning Engineer with 4 years experience. Skilled in React, SQL, Git, Kubernetes, Data Analysis, Django. Education: MCA.",4,Machine Learning Engineer,"React, SQL, Git, Kubernetes, Data Analysis, Django",MCA,0
"Backend Developer with 2 years experience. Skilled in Machine Learning, Django, Deep Learning, Docker. Education: B.Sc Computer Science.",2,Backend Developer,"Machine Learning, Django, Deep Learning, Docker",B.Sc Computer Science,0
"Backend Developer with 3 years experience. Skilled in HTML, TensorFlow, AWS, Flask, Python, Git. Education: M.Tech.",3,Backend Developer,"HTML, TensorFlow, AWS, Flask, Python, Git",M.Tech,1
"Machine Learning Engineer with 3 years experience. Skilled in AWS, PyTorch, Django, Python. Education: B.Tech.",3,Machine Learning Engineer,"AWS, PyTorch, Django, Python",B.Tech,1
"DevOps Engineer with 3 years experience. Skilled in SQL, CSS, Kubernetes, JavaScript, Data Analysis, React, Git, Docker. Education: B.Tech.",3,DevOps Engineer,"SQL, CSS, Kubernetes, JavaScript, Data Analysis, React, Git, Docker",B.Tech,1
"Frontend Developer with 2 years experience. Skilled in Data Analysis, Pandas, React, Git, Flask, Kubernetes, NumPy, Python. Education: B.Sc Computer Science.",2,Frontend Developer,"Data Analysis, Pandas, React, Git, Flask, Kubernetes, NumPy, Python",B.Sc Computer Science,1
"Frontend Developer with 3 years experience. Skilled in Machine Learning, Docker, Python, Pandas, Git, NumPy, JavaScript, CSS. Education: BCA.",3,Frontend Developer,"Machine Learning, Docker, Python, Pandas, Git, NumPy, JavaScript, CSS",BCA,1
"Data Scientist with 4 years experience. Skilled in PyTorch, SQL, Deep Learning, Machine Learning, CSS, Kubernetes, JavaScript. Education: B.Tech.",4,Data Scientist,"PyTorch, SQL, Deep Learning, Machine Learning, CSS, Kubernetes, JavaScript",B.Tech,1
"Web Developer with 3 years experience. Skilled in HTML, Git, Python, Data Analysis, Django, AWS. Education: M.Tech.",3,Web Developer,"HTML, Git, Python, Data Analysis, Django, AWS",M.Tech,1
"Web Developer with 7 years experience. Skilled in CSS, Docker, Data Analysis, Flask, Java, JavaScript, Pandas. Education: M.Tech.",7,Web Developer,"CSS, Docker, Data Analysis, Flask, Java, JavaScript, Pandas",M.Tech,1
"Data Scientist with 7 years experience. Skilled in PyTorch, Git, Django, C++, TensorFlow, AWS. Education: B.Sc Computer Science.",7,Data Scientist,"PyTorch, Git, Django, C++, TensorFlow, AWS",B.Sc Computer Science,0
"Web Developer with 6 years experience. Skilled in Flask, Data Analysis, Machine Learning, Node.js. Education: MCA.",6,Web Developer,"Flask, Data Analysis, Machine Learning, Node.js",MCA,0
"Frontend Developer with 6 years experience. Skilled in Machine Learning, Django, Kubernetes, HTML, Python. Education: M.Tech.",6,Frontend Developer,"Machine Learning, Django, Kubernetes, HTML, Python",M.Tech,1
"DevOps Engineer with 0 years experience. Skilled in JavaScript, HTML, React, Java, Django, Data Analysis, Deep Learning, C++. Education: M.Tech.",0,DevOps Engineer,"JavaScript, HTML, React, Java, Django, Data Analysis, Deep Learning, C++",M.Tech,0
"Web Developer with 6 years experience. Skilled in TensorFlow, React, Data Analysis, Kubernetes. Education: MCA.",6,Web Developer,"TensorFlow, React, Data Analysis, Kubernetes",MCA,0
"Web Developer with 5 years experience. Skilled in Pandas, Flask, PyTorch, React, TensorFlow, Django. Education: BCA.",5,Web Developer,"Pandas, Flask, PyTorch, React, TensorFlow, Django",BCA,0
"Web Developer with 2 years experience. Skilled in Machine Learning, Pandas, JavaScript, Git, SQL, Kubernetes. Education: MCA.",2,Web Developer,"Machine Learning, Pandas, JavaScript, Git, SQL, Kubernetes",MCA,1
"Machine Learning Engineer with 4 years experience. Skilled in CSS, Git, PyTorch, TensorFlow, Python, NumPy, Node.js, Kubernetes. Education: MCA.",4,Machine Learning Engineer,"CSS, Git, PyTorch, TensorFlow, Python, NumPy, Node.js, Kubernetes",MCA,1
"Web Developer with 1 years experience. Skilled in Python, SQL, Django, Pandas. Education: B.Sc Computer Science.",1,Web Developer,"Python, SQL, Django, Pandas",B.Sc Computer Science,1
"Web Developer with 4 years experience. Skilled in Flask, Node.js, React, PyTorch, Django. Education: B.Tech.",4,Web Developer,"Flask, Node.js, React, PyTorch, Django",B.Tech,0
"Frontend Developer with 6 years experience. Skilled in Kubernetes, Node.js, Pandas, TensorFlow, PyTorch, JavaScript, C++, Docker. Education: B.Tech.",6,Frontend Developer,"Kubernetes, Node.js, Pandas, TensorFlow, PyTorch, JavaScript, C++, Docker",B.Tech,1
"Web Developer with 6 years experience. Skilled in Docker, PyTorch, Kubernetes, Pandas. Education: MCA.",6,Web Developer,"Docker, PyTorch, Kubernetes, Pandas",MCA,0
"Frontend Developer with 1 years experience. Skilled in Pandas, JavaScript, Git, Deep Learning, NumPy, Data Analysis, TensorFlow, Docker. Education: MCA.",1,Frontend Developer,"Pandas, JavaScript, Git, Deep Learning, NumPy, Data Analysis, TensorFlow, Docker",MCA,1
"Data Scientist with 6 years experience. Skilled in CSS, Git, Machine Learning, SQL, PyTorch, HTML, JavaScript, Django. Education: M.Tech.",6,Data Scientist,"CSS, Git, Machine Learning, SQL, PyTorch, HTML, JavaScript, Django",M.Tech,1
"Web Developer with 2 years experience. Skilled in Data Analysis, AWS, Deep Learning, Flask, HTML, React. Education: MCA.",2,Web Developer,"Data Analysis, AWS, Deep Learning, Flask, HTML, React",MCA,0
"DevOps Engineer with 0 years experience. Skilled in Python, JavaScript, Django, Data Analysis, Node.js. Education: BCA.",0,DevOps Engineer,"Python, JavaScript, Django, Data Analysis, Node.js",BCA,0
"Web Developer with 5 years experience. Skilled in Node.js, Pandas, Git, CSS, SQL, HTML. Education: BCA.",5,Web Developer,"Node.js, Pandas, Git, CSS, SQL, HTML",BCA,0
"Backend Developer with 6 years experience. Skilled in Machine Learning, Deep Learning, TensorFlow, Docker, React. Education: B.Sc Computer Science.",6,Backend Developer,"Machine Learning, Deep Learning, TensorFlow, Docker, React",B.Sc Computer Science,0
"DevOps Engineer with 5 years experience. Skilled in Git, Machine Learning, TensorFlow, PyTorch, Java, Data Analysis, Kubernetes. Education: MCA.",5,DevOps Engineer,"Git, Machine Learning, TensorFlow, PyTorch, Java, Data Analysis, Kubernetes",MCA,0
"Machine Learning Engineer with 0 years experience. Skilled in AWS, TensorFlow, Pandas, Python, HTML, Flask, SQL, Django. Education: B.Sc Computer Science.",0,Machine Learning Engineer,"AWS, TensorFlow, Pandas, Python, HTML, Flask, SQL, Django",B.Sc Computer Science,0
"DevOps Engineer with 1 years experience. Skilled in CSS, AWS, Deep Learning, Flask, Node.js, Java, Machine Learning, Kubernetes. Education: BCA.",1,DevOps Engineer,"CSS, AWS, Deep Learning, Flask, Node.js, Java, Machine Learning, Kubernetes",BCA,0
"Backend Developer with 0 years experience. Skilled in Node.js, Machine Learning, Deep Learning, Django. Education: B.Tech.",0,Backend Developer,"Node.js, Machine Learning, Deep Learning, Django",B.Tech,0
"Machine Learning Engineer with 3 years experience. Skilled in Pandas, Python, AWS, NumPy, Django. Education: M.Tech.",3,Machine Learning Engineer,"Pandas, Python, AWS, NumPy, Django",M.Tech,1
"Machine Learning Engineer with 2 years experience. Skilled in AWS, Git, Kubernetes, Flask, PyTorch, JavaScript, SQL, TensorFlow. Education: B.Tech.",2,Machine Learning Engineer,"AWS, Git, Kubernetes, Flask, PyTorch, JavaScript, SQL, TensorFlow",B.Tech,1
"DevOps Engineer with 1 years experience. Skilled in NumPy, Kubernetes, Deep Learning, Git, Node.js. Education: B.Tech.",1,DevOps Engineer,"NumPy, Kubernetes, Deep Learning, Git, Node.js",B.Tech,0
"Web Developer with 5 years experience. Skilled in TensorFlow, Machine Learning, Git, Docker. Education: B.Tech.",5,Web Developer,"TensorFlow, Machine Learning, Git, Docker",B.Tech,0
"Data Scientist with 7 years experience. Skilled in Node.js, C++, Flask, JavaScript, Deep Learning, Python. Education: MCA.",7,Data Scientist,"Node.js, C++, Flask, JavaScript, Deep Learning, Python",MCA,1
"Backend Developer with 5 years experience. Skilled in Java, Machine Learning, Flask, C++. Education: B.Tech.",5,Backend Developer,"Java, Machine Learning, Flask, C++",B.Tech,0
"Backend Developer with 2 years experience. Skilled in Node.js, Django, Data Analysis, Flask. Education: MCA.",2,Backend Developer,"Node.js, Django, Data Analysis, Flask",MCA,0
"Web Developer with 6 years experience. Skilled in PyTorch, Machine Learning, C++, Java, React, Pandas, TensorFlow. Education: M.Tech.",6,Web Developer,"PyTorch, Machine Learning, C++, Java, React, Pandas, TensorFlow",M.Tech,0
"Web Developer with 5 years experience. Skilled in NumPy, TensorFlow, HTML, Django, PyTorch, Flask, React, Data Analysis. Education: B.Sc Computer Science.",5,Web Developer,"NumPy, TensorFlow, HTML, Django, PyTorch, Flask, React, Data Analysis",B.Sc Computer Science,0
"Machine Learning Engineer with 5 years experience. Skilled in JavaScript, Node.js, SQL, HTML, Git. Education: B.Tech.",5,Machine Learning Engineer,"JavaScript, Node.js, SQL, HTML, Git",B.Tech,1
"Backend Developer with 5 years experience. Skilled in TensorFlow, PyTorch, Deep Learning, NumPy. Education: M.Tech.",5,Backend Developer,"TensorFlow, PyTorch, Deep Learning, NumPy",M.Tech,0
"Data Scientist with 0 years experience. Skilled in CSS, Django, Python, TensorFlow, Kubernetes, JavaScript. Education: BCA.",0,Data Scientist,"CSS, Django, Python, TensorFlow, Kubernetes, JavaScript",BCA,0
"Machine Learning Engineer with 6 years experience. Skilled in Python, Kubernetes, AWS, CSS, Machine Learning, Java. Education: M.Tech.",6,Machine Learning Engineer,"Python, Kubernetes, AWS, CSS, Machine Learning, Java",M.Tech,1
"Web Developer with 1 years experience. Skilled in Docker, Flask, CSS, PyTorch, Node.js, Git, TensorFlow, Data Analysis. Education: MCA.",1,Web Developer,"Docker, Flask, CSS, PyTorch, Node.js, Git, TensorFlow, Data Analysis",MCA,0
"DevOps Engineer with 5 years experience. Skilled in Git, NumPy, Node.js, Kubernetes, HTML, C++, PyTorch, Django. Education: B.Tech.",5,DevOps Engineer,"Git, NumPy, Node.js, Kubernetes, HTML, C++, PyTorch, Django",B.Tech,0
"Web Developer with 2 years experience. Skilled in C++, TensorFlow, Django, React, Machine Learning. Education: B.Tech.",2,Web Developer,"C++, TensorFlow, Django, React, Machine Learning",B.Tech,0
"Machine Learning Engineer with 5 years experience. Skilled in Django, NumPy, Machine Learning, Flask, Data Analysis, Pandas, TensorFlow, Git. Education: M.Tech.",5,Machine Learning Engineer,"Django, NumPy, Machine Learning, Flask, Data Analysis, Pandas, TensorFlow, Git",M.Tech,0
"Data Scientist with 0 years experience. Skilled in Django, Java, Machine Learning, NumPy, CSS, Data Analysis, AWS, Pandas. Education: MCA.",0,Data Scientist,"Django, Java, Machine Learning, NumPy, CSS, Data Analysis, AWS, Pandas",MCA,0
"Machine Learning Engineer with 0 years experience. Skilled in JavaScript, Flask, Git, SQL, Java, React, C++. Education: B.Sc Computer Science.",0,Machine Learning Engineer,"JavaScript, Flask, Git, SQL, Java, React, C++",B.Sc Computer Science,0
"Data Scientist with 7 years experience. Skilled in TensorFlow, Python, Flask, Java, Django, React. Education: M.Tech.",7,Data Scientist,"TensorFlow, Python, Flask, Java, Django, React",M.Tech,1
"Web Developer with 1 years experience. Skilled in Kubernetes, Machine Learning, Python, TensorFlow, AWS, JavaScript. Education: B.Tech.",1,Web Developer,"Kubernetes, Machine Learning, Python, TensorFlow, AWS, JavaScript",B.Tech,1
"Web Developer with 2 years experience. Skilled in Flask, Django, Python, Machine Learning. Education: B.Sc Computer Science.",2,Web Developer,"Flask, Django, Python, Machine Learning",B.Sc Computer Science,1
"Web Developer with 0 years experience. Skilled in Deep Learning, AWS, HTML, TensorFlow. Education: B.Tech.",0,Web Developer,"Deep Learning, AWS, HTML, TensorFlow",B.Tech,0
"DevOps Engineer with 4 years experience. Skilled in Pandas, TensorFlow, Java, SQL. Education: M.Tech.",4,DevOps Engineer,"Pandas, TensorFlow, Java, SQL",M.Tech,0
"Machine Learning Engineer with 7 years experience. Skilled in Python, Flask, Data Analysis, C++, Node.js. Education: B.Sc Computer Science.",7,Machine Learning Engineer,"Python, Flask, Data Analysis, C++, Node.js",B.Sc Computer Science,1
"DevOps Engineer with 7 years experience. Skilled in SQL, PyTorch, Data Analysis, Deep Learning, React, C++, Flask. Education: BCA.",7,DevOps Engineer,"SQL, PyTorch, Data Analysis, Deep Learning, React, C++, Flask",BCA,0
"Frontend Developer with 1 years experience. Skilled in Python, PyTorch, C++, React, Data Analysis, Django, Pandas, Kubernetes. Education: M.Tech.",1,Frontend Developer,"Python, PyTorch, C++, React, Data Analysis, Django, Pandas, Kubernetes",M.Tech,1
"Web Developer with 3 years experience. Skilled in Django, C++, PyTorch, Docker, Git, NumPy. Education: M.Tech.",3,Web Developer,"Django, C++, PyTorch, Docker, Git, NumPy",M.Tech,0
"Backend Developer with 7 years experience. Skilled in Node.js, React, Data Analysis, Git, Pandas, Python. Education: M.Tech.",7,Backend Developer,"Node.js, React, Data Analysis, Git, Pandas, Python",M.Tech,1
"Data Scientist with 4 years experience. Skilled in React, Deep Learning, JavaScript, C++, TensorFlow, Machine Learning. Education: M.Tech.",4,Data Scientist,"React, Deep Learning, JavaScript, C++, TensorFlow, Machine Learning",M.Tech,1
